0.0e0 0.0e0 1.0e0 1.0e0
4.1666e-2 0.0e0 9.5833405e-1 9.5833405e-1
8.3332e-2 0.0e0 9.1666809e-1 9.1666809e-1
1.24998001e-1 0.0e0 8.7500214e-1 8.7500214e-1
1.66664e-1 0.0e0 8.3333603e-1 8.3333603e-1
2.0833e-1 0.0e0 7.9167007e-1 7.9167007e-1
2.49996e-1 0.0e0 7.5000412e-1 7.5000412e-1
2.91662e-1 0.0e0 7.0833801e-1 7.0833801e-1
3.33328e-1 0.0e0 6.6667206e-1 6.6667206e-1
3.74994e-1 0.0e0 6.250061e-1 6.250061e-1
4.1666e-1 0.0e0 5.8334e-1 5.8334e-1
4.58326e-1 0.0e0 5.4167404e-1 5.4167404e-1
4.99992e-1 0.0e0 5.0000809e-1 5.0000809e-1
5.41658e-1 0.0e0 4.5834213e-1 4.5834213e-1
5.83324e-1 0.0e0 4.1667603e-1 4.1667603e-1
6.2499e-1 0.0e0 3.7501007e-1 3.7501007e-1
6.66656e-1 0.0e0 3.3334412e-1 3.3334412e-1
7.08322e-1 0.0e0 2.9167801e-1 2.9167801e-1
7.49988e-1 0.0e0 2.5001205e-1 2.5001205e-1
7.91654e-1 0.0e0 2.083461e-1 2.083461e-1
8.3332e-1 0.0e0 1.6668e-1 1.6668e-1
8.7498601e-1 0.0e0 1.2501404e-1 1.2501404e-1
9.1665201e-1 0.0e0 8.3348099e-2 8.3348099e-2
9.5831801e-1 0.0e0 4.1682098e-2 4.1682098e-2
9.9998401e-1 0.0e0 1.6e-5 1.6e-5

0.0e0 4.1666e-2 9.5833405e-1 9.5833405e-1
4.1666e-2 4.1666e-2 9.18404141e-1 9.18404141e-1
8.3332e-2 4.1666e-2 8.78474239e-1 8.78474239e-1
1.24998001e-1 4.1666e-2 8.38544336e-1 8.38544336e-1
1.66664e-1 4.1666e-2 7.98614287e-1 7.98614287e-1
2.0833e-1 4.1666e-2 7.58684384e-1 7.58684384e-1
2.49996e-1 4.1666e-2 7.18754482e-1 7.18754482e-1
2.91662e-1 4.1666e-2 6.78824432e-1 6.78824432e-1
3.33328e-1 4.1666e-2 6.3889453e-1 6.3889453e-1
3.74994e-1 4.1666e-2 5.98964627e-1 5.98964627e-1
4.1666e-1 4.1666e-2 5.59034578e-1 5.59034578e-1
4.58326e-1 4.1666e-2 5.19104675e-1 5.19104675e-1
4.99992e-1 4.1666e-2 4.79174773e-1 4.79174773e-1
5.41658e-1 4.1666e-2 4.3924487e-1 4.3924487e-1
5.83324e-1 4.1666e-2 3.99314821e-1 3.99314821e-1
6.2499e-1 4.1666e-2 3.59384918e-1 3.59384918e-1
6.66656e-1 4.1666e-2 3.19455014e-1 3.19455014e-1
7.08322e-1 4.1666e-2 2.79524965e-1 2.79524965e-1
7.49988e-1 4.1666e-2 2.39595062e-1 2.39595062e-1
7.91654e-1 4.1666e-2 1.9966516e-1 1.9966516e-1
8.3332e-1 4.1666e-2 1.5973511e-1 1.5973511e-1
8.7498601e-1 4.1666e-2 1.19805208e-1 1.19805208e-1
9.1665201e-1 4.1666e-2 7.98753206e-2 7.98753206e-2
9.5831801e-1 4.1666e-2 3.99453738e-2 3.99453738e-2
9.9998401e-1 4.1666e-2 1.53333447e-5 1.53333447e-5

0.0e0 8.3332e-2 9.1666809e-1 9.1666809e-1
4.1666e-2 8.3332e-2 8.78474239e-1 8.78474239e-1
8.3332e-2 8.3332e-2 8.40280388e-1 8.40280388e-1
1.24998001e-1 8.3332e-2 8.02086537e-1 8.02086537e-1
1.66664e-1 8.3332e-2 7.63892546e-1 7.63892546e-1
2.0833e-1 8.3332e-2 7.25698695e-1 7.25698695e-1
2.49996e-1 8.3332e-2 6.87504845e-1 6.87504845e-1
2.91662e-1 8.3332e-2 6.49310854e-1 6.49310854e-1
3.33328e-1 8.3332e-2 6.11117001e-1 6.11117001e-1
3.74994e-1 8.3332e-2 5.7292315e-1 5.7292315e-1
4.1666e-1 8.3332e-2 5.3472916e-1 5.3472916e-1
4.58326e-1 8.3332e-2 4.96535309e-1 4.96535309e-1
4.99992e-1 8.3332e-2 4.58341458e-1 4.58341458e-1
5.41658e-1 8.3332e-2 4.20147607e-1 4.20147607e-1
5.83324e-1 8.3332e-2 3.81953616e-1 3.81953616e-1
6.2499e-1 8.3332e-2 3.43759766e-1 3.43759766e-1
6.66656e-1 8.3332e-2 3.05565913e-1 3.05565913e-1
7.08322e-1 8.3332e-2 2.67371922e-1 2.67371922e-1
7.49988e-1 8.3332e-2 2.29178072e-1 2.29178072e-1
7.91654e-1 8.3332e-2 1.90984221e-1 1.90984221e-1
8.3332e-1 8.3332e-2 1.5279023e-1 1.5279023e-1
8.7498601e-1 8.3332e-2 1.14596379e-1 1.14596379e-1
9.1665201e-1 8.3332e-2 7.64025424e-2 7.64025424e-2
9.5831801e-1 8.3332e-2 3.82086494e-2 3.82086494e-2
9.9998401e-1 8.3332e-2 1.46666895e-5 1.46666895e-5

0.0e0 1.24998001e-1 8.7500214e-1 8.7500214e-1
4.1666e-2 1.24998001e-1 8.38544336e-1 8.38544336e-1
8.3332e-2 1.24998001e-1 8.02086537e-1 8.02086537e-1
1.24998001e-1 1.24998001e-1 7.65628738e-1 7.65628738e-1
1.66664e-1 1.24998001e-1 7.29170805e-1 7.29170805e-1
2.0833e-1 1.24998001e-1 6.92713005e-1 6.92713005e-1
2.49996e-1 1.24998001e-1 6.56255206e-1 6.56255206e-1
2.91662e-1 1.24998001e-1 6.19797273e-1 6.19797273e-1
3.33328e-1 1.24998001e-1 5.83339474e-1 5.83339474e-1
3.74994e-1 1.24998001e-1 5.46881676e-1 5.46881676e-1
4.1666e-1 1.24998001e-1 5.10423743e-1 5.10423743e-1
4.58326e-1 1.24998001e-1 4.73965942e-1 4.73965942e-1
4.99992e-1 1.24998001e-1 4.37508144e-1 4.37508144e-1
5.41658e-1 1.24998001e-1 4.01050345e-1 4.01050345e-1
5.83324e-1 1.24998001e-1 3.64592412e-1 3.64592412e-1
6.2499e-1 1.24998001e-1 3.28134613e-1 3.28134613e-1
6.66656e-1 1.24998001e-1 2.91676813e-1 2.91676813e-1
7.08322e-1 1.24998001e-1 2.5521888e-1 2.5521888e-1
7.49988e-1 1.24998001e-1 2.18761081e-1 2.18761081e-1
7.91654e-1 1.24998001e-1 1.82303282e-1 1.82303282e-1
8.3332e-1 1.24998001e-1 1.45845349e-1 1.45845349e-1
8.7498601e-1 1.24998001e-1 1.0938755e-1 1.0938755e-1
9.1665201e-1 1.24998001e-1 7.29297644e-2 7.29297644e-2
9.5831801e-1 1.24998001e-1 3.6471925e-2 3.6471925e-2
9.9998401e-1 1.24998001e-1 1.40000342e-5 1.40000342e-5

